scenario_id,scenario,source_inp,true_detect,pred_detect,detect_correct,true_pipe,pred_pipe,pipe_correct,true_pos,pred_pos,pos_error,true_size,tp_pipe,fp_pipe,fn_pipe,tp_pos,fp_pos,fn_pos
69,scenario_00069,base3.inp,1,0,0,1,1,1,0.2,0.5012,0.3012,M,1,0,0,0,1,1
70,scenario_00070,base3.inp,1,0,0,1,1,1,0.2,0.5003,0.3003,M,1,0,0,0,1,1
71,scenario_00071,base3.inp,1,0,0,1,1,1,0.2,0.5009,0.3009,M,1,0,0,0,1,1
72,scenario_00072,base3.inp,1,1,1,1,4,0,0.2,0.5135,,M,0,1,1,0,1,1
73,scenario_00073,base3.inp,1,0,0,1,1,1,0.2,0.502,0.302,M,1,0,0,0,1,1
74,scenario_00074,base3.inp,1,0,0,1,1,1,0.2,0.5117,0.3117,M,1,0,0,0,1,1
75,scenario_00075,base3.inp,1,0,0,1,1,1,0.2,0.501,0.301,M,1,0,0,0,1,1
76,scenario_00076,base3.inp,1,1,1,1,4,0,0.2,0.5072,,M,0,1,1,0,1,1
77,scenario_00077,base3.inp,1,0,0,1,1,1,0.2,0.5011,0.3011,M,1,0,0,0,1,1
78,scenario_00078,base3.inp,1,0,0,1,1,1,0.2,0.5032,0.3032,M,1,0,0,0,1,1
79,scenario_00079,base3.inp,1,0,0,1,1,1,0.2,0.5033,0.3033,L,1,0,0,0,1,1
80,scenario_00080,base3.inp,1,1,1,1,5,0,0.2,0.5061,,L,0,1,1,0,1,1
81,scenario_00081,base3.inp,1,1,1,1,5,0,0.2,0.5042,,L,0,1,1,0,1,1
82,scenario_00082,base3.inp,1,1,1,1,4,0,0.2,0.5042,,L,0,1,1,0,1,1
83,scenario_00083,base3.inp,1,0,0,1,1,1,0.2,0.5012,0.3012,L,1,0,0,0,1,1
84,scenario_00084,base3.inp,1,0,0,1,1,1,0.2,0.5003,0.3003,L,1,0,0,0,1,1
85,scenario_00085,base3.inp,1,0,0,1,1,1,0.2,0.5009,0.3009,L,1,0,0,0,1,1
86,scenario_00086,base3.inp,1,1,1,1,4,0,0.2,0.5135,,L,0,1,1,0,1,1
87,scenario_00087,base3.inp,1,0,0,1,1,1,0.2,0.502,0.302,L,1,0,0,0,1,1
88,scenario_00088,base3.inp,1,0,0,1,1,1,0.2,0.5117,0.3117,L,1,0,0,0,1,1
89,scenario_00089,base3.inp,1,0,0,1,1,1,0.2,0.501,0.301,L,1,0,0,0,1,1
90,scenario_00090,base3.inp,1,1,1,1,4,0,0.2,0.5072,,L,0,1,1,0,1,1
91,scenario_00091,base3.inp,1,0,0,1,1,1,0.2,0.5011,0.3011,L,1,0,0,0,1,1
92,scenario_00092,base3.inp,1,0,0,1,1,1,0.2,0.5032,0.3032,L,1,0,0,0,1,1
93,scenario_00093,base3.inp,1,0,0,1,1,1,0.4,0.5033,0.1033,S,1,0,0,1,0,0
94,scenario_00094,base3.inp,1,1,1,1,5,0,0.4,0.5061,,S,0,1,1,0,1,1
95,scenario_00095,base3.inp,1,1,1,1,5,0,0.4,0.5042,,S,0,1,1,0,1,1
96,scenario_00096,base3.inp,1,1,1,1,4,0,0.4,0.5042,,S,0,1,1,0,1,1
97,scenario_00097,base3.inp,1,0,0,1,1,1,0.4,0.5012,0.1012,S,1,0,0,1,0,0
98,scenario_00098,base3.inp,1,0,0,1,1,1,0.4,0.5003,0.1003,S,1,0,0,1,0,0
99,scenario_00099,base3.inp,1,0,0,1,1,1,0.4,0.5009,0.1009,S,1,0,0,1,0,0
100,scenario_00100,base3.inp,1,1,1,1,4,0,0.4,0.5135,,S,0,1,1,0,1,1
101,scenario_00101,base3.inp,1,0,0,1,1,1,0.4,0.502,0.102,S,1,0,0,1,0,0
102,scenario_00102,base3.inp,1,0,0,1,1,1,0.4,0.5117,0.1117,S,1,0,0,1,0,0
103,scenario_00103,base3.inp,1,0,0,1,1,1,0.4,0.501,0.101,S,1,0,0,1,0,0
104,scenario_00104,base3.inp,1,1,1,1,4,0,0.4,0.5072,,S,0,1,1,0,1,1
105,scenario_00105,base3.inp,1,0,0,1,1,1,0.4,0.5011,0.1011,S,1,0,0,1,0,0
106,scenario_00106,base3.inp,1,0,0,1,1,1,0.4,0.5032,0.1032,S,1,0,0,1,0,0
107,scenario_00107,base3.inp,1,0,0,1,1,1,0.4,0.5033,0.1033,M,1,0,0,1,0,0
108,scenario_00108,base3.inp,1,1,1,1,5,0,0.4,0.5061,,M,0,1,1,0,1,1
109,scenario_00109,base3.inp,1,1,1,1,5,0,0.4,0.5042,,M,0,1,1,0,1,1
110,scenario_00110,base3.inp,1,1,1,1,4,0,0.4,0.5042,,M,0,1,1,0,1,1
111,scenario_00111,base3.inp,1,0,0,1,1,1,0.4,0.5012,0.1012,M,1,0,0,1,0,0
112,scenario_00112,base3.inp,1,0,0,1,1,1,0.4,0.5003,0.1003,M,1,0,0,1,0,0
113,scenario_00113,base3.inp,1,0,0,1,1,1,0.4,0.5009,0.1009,M,1,0,0,1,0,0
114,scenario_00114,base3.inp,1,1,1,1,4,0,0.4,0.5135,,M,0,1,1,0,1,1
115,scenario_00115,base3.inp,1,0,0,1,1,1,0.4,0.502,0.102,M,1,0,0,1,0,0
116,scenario_00116,base3.inp,1,0,0,1,1,1,0.4,0.5117,0.1117,M,1,0,0,1,0,0
117,scenario_00117,base3.inp,1,0,0,1,1,1,0.4,0.501,0.101,M,1,0,0,1,0,0
118,scenario_00118,base3.inp,1,1,1,1,4,0,0.4,0.5072,,M,0,1,1,0,1,1
119,scenario_00119,base3.inp,1,0,0,1,1,1,0.4,0.5011,0.1011,M,1,0,0,1,0,0
120,scenario_00120,base3.inp,1,0,0,1,1,1,0.4,0.5032,0.1032,M,1,0,0,1,0,0
121,scenario_00121,base3.inp,1,0,0,1,1,1,0.4,0.5033,0.1033,L,1,0,0,1,0,0
122,scenario_00122,base3.inp,1,1,1,1,5,0,0.4,0.5061,,L,0,1,1,0,1,1
123,scenario_00123,base3.inp,1,1,1,1,5,0,0.4,0.5042,,L,0,1,1,0,1,1
124,scenario_00124,base3.inp,1,1,1,1,4,0,0.4,0.5042,,L,0,1,1,0,1,1
125,scenario_00125,base3.inp,1,0,0,1,1,1,0.4,0.5012,0.1012,L,1,0,0,1,0,0
126,scenario_00126,base3.inp,1,0,0,1,1,1,0.4,0.5003,0.1003,L,1,0,0,1,0,0
127,scenario_00127,base3.inp,1,0,0,1,1,1,0.4,0.5009,0.1009,L,1,0,0,1,0,0
128,scenario_00128,base3.inp,1,1,1,1,4,0,0.4,0.5135,,L,0,1,1,0,1,1
129,scenario_00129,base3.inp,1,0,0,1,1,1,0.4,0.502,0.102,L,1,0,0,1,0,0
130,scenario_00130,base3.inp,1,0,0,1,1,1,0.4,0.5117,0.1117,L,1,0,0,1,0,0
131,scenario_00131,base3.inp,1,0,0,1,1,1,0.4,0.501,0.101,L,1,0,0,1,0,0
132,scenario_00132,base3.inp,1,1,1,1,4,0,0.4,0.5072,,L,0,1,1,0,1,1
133,scenario_00133,base3.inp,1,0,0,1,1,1,0.4,0.5011,0.1011,L,1,0,0,1,0,0
134,scenario_00134,base3.inp,1,0,0,1,1,1,0.4,0.5032,0.1032,L,1,0,0,1,0,0
135,scenario_00135,base3.inp,1,0,0,1,1,1,0.6,0.5033,0.0967,S,1,0,0,1,0,0
136,scenario_00136,base3.inp,1,1,1,1,5,0,0.6,0.5061,,S,0,1,1,0,1,1
137,scenario_00137,base3.inp,1,1,1,1,5,0,0.6,0.5042,,S,0,1,1,0,1,1
138,scenario_00138,base3.inp,1,1,1,1,4,0,0.6,0.5042,,S,0,1,1,0,1,1
139,scenario_00139,base3.inp,1,0,0,1,1,1,0.6,0.5012,0.0988,S,1,0,0,1,0,0
140,scenario_00140,base3.inp,1,0,0,1,1,1,0.6,0.5003,0.0997,S,1,0,0,1,0,0
141,scenario_00141,base3.inp,1,0,0,1,1,1,0.6,0.5009,0.0991,S,1,0,0,1,0,0
142,scenario_00142,base3.inp,1,1,1,1,4,0,0.6,0.5135,,S,0,1,1,0,1,1
143,scenario_00143,base3.inp,1,0,0,1,1,1,0.6,0.502,0.098,S,1,0,0,1,0,0
144,scenario_00144,base3.inp,1,0,0,1,1,1,0.6,0.5117,0.0883,S,1,0,0,1,0,0
145,scenario_00145,base3.inp,1,0,0,1,1,1,0.6,0.501,0.099,S,1,0,0,1,0,0
146,scenario_00146,base3.inp,1,1,1,1,4,0,0.6,0.5072,,S,0,1,1,0,1,1
147,scenario_00147,base3.inp,1,0,0,1,1,1,0.6,0.5011,0.0989,S,1,0,0,1,0,0
148,scenario_00148,base3.inp,1,0,0,1,1,1,0.6,0.5032,0.0968,S,1,0,0,1,0,0
149,scenario_00149,base3.inp,1,0,0,1,1,1,0.6,0.5033,0.0967,M,1,0,0,1,0,0
150,scenario_00150,base3.inp,1,1,1,1,5,0,0.6,0.5061,,M,0,1,1,0,1,1
151,scenario_00151,base3.inp,1,1,1,1,5,0,0.6,0.5042,,M,0,1,1,0,1,1
152,scenario_00152,base3.inp,1,1,1,1,4,0,0.6,0.5042,,M,0,1,1,0,1,1
153,scenario_00153,base3.inp,1,0,0,1,1,1,0.6,0.5012,0.0988,M,1,0,0,1,0,0
154,scenario_00154,base3.inp,1,0,0,1,1,1,0.6,0.5003,0.0997,M,1,0,0,1,0,0
155,scenario_00155,base3.inp,1,0,0,1,1,1,0.6,0.5009,0.0991,M,1,0,0,1,0,0
156,scenario_00156,base3.inp,1,1,1,1,4,0,0.6,0.5135,,M,0,1,1,0,1,1
157,scenario_00157,base3.inp,1,0,0,1,1,1,0.6,0.502,0.098,M,1,0,0,1,0,0
158,scenario_00158,base3.inp,1,0,0,1,1,1,0.6,0.5117,0.0883,M,1,0,0,1,0,0
159,scenario_00159,base3.inp,1,0,0,1,1,1,0.6,0.501,0.099,M,1,0,0,1,0,0
160,scenario_00160,base3.inp,1,1,1,1,4,0,0.6,0.5072,,M,0,1,1,0,1,1
161,scenario_00161,base3.inp,1,0,0,1,1,1,0.6,0.5011,0.0989,M,1,0,0,1,0,0
162,scenario_00162,base3.inp,1,0,0,1,1,1,0.6,0.5032,0.0968,M,1,0,0,1,0,0
163,scenario_00163,base3.inp,1,0,0,1,1,1,0.6,0.5033,0.0967,L,1,0,0,1,0,0
164,scenario_00164,base3.inp,1,1,1,1,5,0,0.6,0.5061,,L,0,1,1,0,1,1
165,scenario_00165,base3.inp,1,1,1,1,5,0,0.6,0.5042,,L,0,1,1,0,1,1
166,scenario_00166,base3.inp,1,1,1,1,4,0,0.6,0.5042,,L,0,1,1,0,1,1
167,scenario_00167,base3.inp,1,0,0,1,1,1,0.6,0.5012,0.0988,L,1,0,0,1,0,0
168,scenario_00168,base3.inp,1,0,0,1,1,1,0.6,0.5003,0.0997,L,1,0,0,1,0,0
169,scenario_00169,base3.inp,1,0,0,1,1,1,0.6,0.5009,0.0991,L,1,0,0,1,0,0
170,scenario_00170,base3.inp,1,1,1,1,4,0,0.6,0.5135,,L,0,1,1,0,1,1
171,scenario_00171,base3.inp,1,0,0,1,1,1,0.6,0.502,0.098,L,1,0,0,1,0,0
172,scenario_00172,base3.inp,1,0,0,1,1,1,0.6,0.5117,0.0883,L,1,0,0,1,0,0
173,scenario_00173,base3.inp,1,0,0,1,1,1,0.6,0.501,0.099,L,1,0,0,1,0,0
174,scenario_00174,base3.inp,1,1,1,1,4,0,0.6,0.5072,,L,0,1,1,0,1,1
175,scenario_00175,base3.inp,1,0,0,1,1,1,0.6,0.5011,0.0989,L,1,0,0,1,0,0
176,scenario_00176,base3.inp,1,0,0,1,1,1,0.6,0.5032,0.0968,L,1,0,0,1,0,0
177,scenario_00177,base3.inp,1,0,0,1,1,1,0.8,0.5033,0.2967,S,1,0,0,0,1,1
178,scenario_00178,base3.inp,1,1,1,1,5,0,0.8,0.5061,,S,0,1,1,0,1,1
179,scenario_00179,base3.inp,1,1,1,1,5,0,0.8,0.5042,,S,0,1,1,0,1,1
180,scenario_00180,base3.inp,1,1,1,1,4,0,0.8,0.5042,,S,0,1,1,0,1,1
181,scenario_00181,base3.inp,1,0,0,1,1,1,0.8,0.5012,0.2988,S,1,0,0,0,1,1
182,scenario_00182,base3.inp,1,0,0,1,1,1,0.8,0.5003,0.2997,S,1,0,0,0,1,1
183,scenario_00183,base3.inp,1,0,0,1,1,1,0.8,0.5009,0.2991,S,1,0,0,0,1,1
184,scenario_00184,base3.inp,1,1,1,1,4,0,0.8,0.5135,,S,0,1,1,0,1,1
185,scenario_00185,base3.inp,1,0,0,1,1,1,0.8,0.502,0.298,S,1,0,0,0,1,1
186,scenario_00186,base3.inp,1,0,0,1,1,1,0.8,0.5117,0.2883,S,1,0,0,0,1,1
187,scenario_00187,base3.inp,1,0,0,1,1,1,0.8,0.501,0.299,S,1,0,0,0,1,1
188,scenario_00188,base3.inp,1,1,1,1,4,0,0.8,0.5072,,S,0,1,1,0,1,1
189,scenario_00189,base3.inp,1,0,0,1,1,1,0.8,0.5011,0.2989,S,1,0,0,0,1,1
190,scenario_00190,base3.inp,1,0,0,1,1,1,0.8,0.5032,0.2968,S,1,0,0,0,1,1
191,scenario_00191,base3.inp,1,0,0,1,1,1,0.8,0.5033,0.2967,M,1,0,0,0,1,1
192,scenario_00192,base3.inp,1,1,1,1,5,0,0.8,0.5061,,M,0,1,1,0,1,1
193,scenario_00193,base3.inp,1,1,1,1,5,0,0.8,0.5042,,M,0,1,1,0,1,1
194,scenario_00194,base3.inp,1,1,1,1,4,0,0.8,0.5042,,M,0,1,1,0,1,1
195,scenario_00195,base3.inp,1,0,0,1,1,1,0.8,0.5012,0.2988,M,1,0,0,0,1,1
196,scenario_00196,base3.inp,1,0,0,1,1,1,0.8,0.5003,0.2997,M,1,0,0,0,1,1
197,scenario_00197,base3.inp,1,0,0,1,1,1,0.8,0.5009,0.2991,M,1,0,0,0,1,1
198,scenario_00198,base3.inp,1,1,1,1,4,0,0.8,0.5135,,M,0,1,1,0,1,1
199,scenario_00199,base3.inp,1,0,0,1,1,1,0.8,0.502,0.298,M,1,0,0,0,1,1
200,scenario_00200,base3.inp,1,0,0,1,1,1,0.8,0.5117,0.2883,M,1,0,0,0,1,1
201,scenario_00201,base3.inp,1,0,0,1,1,1,0.8,0.501,0.299,M,1,0,0,0,1,1
202,scenario_00202,base3.inp,1,1,1,1,4,0,0.8,0.5072,,M,0,1,1,0,1,1
203,scenario_00203,base3.inp,1,0,0,1,1,1,0.8,0.5011,0.2989,M,1,0,0,0,1,1
204,scenario_00204,base3.inp,1,0,0,1,1,1,0.8,0.5032,0.2968,M,1,0,0,0,1,1
205,scenario_00205,base3.inp,1,0,0,1,1,1,0.8,0.5033,0.2967,L,1,0,0,0,1,1
206,scenario_00206,base3.inp,1,1,1,1,5,0,0.8,0.5061,,L,0,1,1,0,1,1
207,scenario_00207,base3.inp,1,1,1,1,5,0,0.8,0.5042,,L,0,1,1,0,1,1
208,scenario_00208,base3.inp,1,1,1,1,4,0,0.8,0.5042,,L,0,1,1,0,1,1
209,scenario_00209,base3.inp,1,0,0,1,1,1,0.8,0.5012,0.2988,L,1,0,0,0,1,1
210,scenario_00210,base3.inp,1,0,0,1,1,1,0.8,0.5003,0.2997,L,1,0,0,0,1,1
211,scenario_00211,base3.inp,1,0,0,1,1,1,0.8,0.5009,0.2991,L,1,0,0,0,1,1
212,scenario_00212,base3.inp,1,1,1,1,4,0,0.8,0.5135,,L,0,1,1,0,1,1
213,scenario_00213,base3.inp,1,0,0,1,1,1,0.8,0.502,0.298,L,1,0,0,0,1,1
214,scenario_00214,base3.inp,1,0,0,1,1,1,0.8,0.5117,0.2883,L,1,0,0,0,1,1
215,scenario_00215,base3.inp,1,0,0,1,1,1,0.8,0.501,0.299,L,1,0,0,0,1,1
216,scenario_00216,base3.inp,1,1,1,1,4,0,0.8,0.5072,,L,0,1,1,0,1,1
217,scenario_00217,base3.inp,1,0,0,1,1,1,0.8,0.5011,0.2989,L,1,0,0,0,1,1
218,scenario_00218,base3.inp,1,0,0,1,1,1,0.8,0.5032,0.2968,L,1,0,0,0,1,1
219,scenario_00219,base3.inp,1,0,0,2,1,0,0.2,0.5033,,S,0,1,1,0,1,1
220,scenario_00220,base3.inp,1,1,1,2,5,0,0.2,0.5061,,S,0,1,1,0,1,1
221,scenario_00221,base3.inp,1,1,1,2,5,0,0.2,0.5042,,S,0,1,1,0,1,1
222,scenario_00222,base3.inp,1,1,1,2,4,0,0.2,0.5042,,S,0,1,1,0,1,1
223,scenario_00223,base3.inp,1,0,0,2,1,0,0.2,0.5012,,S,0,1,1,0,1,1
224,scenario_00224,base3.inp,1,0,0,2,1,0,0.2,0.5003,,S,0,1,1,0,1,1
225,scenario_00225,base3.inp,1,0,0,2,1,0,0.2,0.5009,,S,0,1,1,0,1,1
226,scenario_00226,base3.inp,1,1,1,2,4,0,0.2,0.5135,,S,0,1,1,0,1,1
227,scenario_00227,base3.inp,1,0,0,2,1,0,0.2,0.502,,S,0,1,1,0,1,1
228,scenario_00228,base3.inp,1,0,0,2,1,0,0.2,0.5117,,S,0,1,1,0,1,1
229,scenario_00229,base3.inp,1,0,0,2,1,0,0.2,0.501,,S,0,1,1,0,1,1
230,scenario_00230,base3.inp,1,1,1,2,4,0,0.2,0.5072,,S,0,1,1,0,1,1
231,scenario_00231,base3.inp,1,0,0,2,1,0,0.2,0.5011,,S,0,1,1,0,1,1
232,scenario_00232,base3.inp,1,0,0,2,1,0,0.2,0.5032,,S,0,1,1,0,1,1
233,scenario_00233,base3.inp,1,0,0,2,1,0,0.2,0.5033,,M,0,1,1,0,1,1
234,scenario_00234,base3.inp,1,1,1,2,5,0,0.2,0.5061,,M,0,1,1,0,1,1
235,scenario_00235,base3.inp,1,1,1,2,5,0,0.2,0.5042,,M,0,1,1,0,1,1
236,scenario_00236,base3.inp,1,1,1,2,4,0,0.2,0.5042,,M,0,1,1,0,1,1
237,scenario_00237,base3.inp,1,0,0,2,1,0,0.2,0.5012,,M,0,1,1,0,1,1
238,scenario_00238,base3.inp,1,0,0,2,1,0,0.2,0.5003,,M,0,1,1,0,1,1
239,scenario_00239,base3.inp,1,0,0,2,1,0,0.2,0.5009,,M,0,1,1,0,1,1
240,scenario_00240,base3.inp,1,1,1,2,4,0,0.2,0.5135,,M,0,1,1,0,1,1
241,scenario_00241,base3.inp,1,0,0,2,1,0,0.2,0.502,,M,0,1,1,0,1,1
242,scenario_00242,base3.inp,1,0,0,2,1,0,0.2,0.5117,,M,0,1,1,0,1,1
243,scenario_00243,base3.inp,1,0,0,2,1,0,0.2,0.501,,M,0,1,1,0,1,1
244,scenario_00244,base3.inp,1,1,1,2,4,0,0.2,0.5072,,M,0,1,1,0,1,1
245,scenario_00245,base3.inp,1,0,0,2,1,0,0.2,0.5011,,M,0,1,1,0,1,1
246,scenario_00246,base3.inp,1,0,0,2,1,0,0.2,0.5032,,M,0,1,1,0,1,1
247,scenario_00247,base3.inp,1,0,0,2,1,0,0.2,0.5033,,L,0,1,1,0,1,1
248,scenario_00248,base3.inp,1,1,1,2,5,0,0.2,0.5061,,L,0,1,1,0,1,1
249,scenario_00249,base3.inp,1,1,1,2,5,0,0.2,0.5042,,L,0,1,1,0,1,1
250,scenario_00250,base3.inp,1,1,1,2,4,0,0.2,0.5042,,L,0,1,1,0,1,1
251,scenario_00251,base3.inp,1,0,0,2,1,0,0.2,0.5012,,L,0,1,1,0,1,1
252,scenario_00252,base3.inp,1,0,0,2,1,0,0.2,0.5003,,L,0,1,1,0,1,1
253,scenario_00253,base3.inp,1,0,0,2,1,0,0.2,0.5009,,L,0,1,1,0,1,1
254,scenario_00254,base3.inp,1,1,1,2,4,0,0.2,0.5135,,L,0,1,1,0,1,1
255,scenario_00255,base3.inp,1,0,0,2,1,0,0.2,0.502,,L,0,1,1,0,1,1
256,scenario_00256,base3.inp,1,0,0,2,1,0,0.2,0.5117,,L,0,1,1,0,1,1
257,scenario_00257,base3.inp,1,0,0,2,1,0,0.2,0.501,,L,0,1,1,0,1,1
258,scenario_00258,base3.inp,1,1,1,2,4,0,0.2,0.5072,,L,0,1,1,0,1,1
259,scenario_00259,base3.inp,1,0,0,2,1,0,0.2,0.5011,,L,0,1,1,0,1,1
260,scenario_00260,base3.inp,1,0,0,2,1,0,0.2,0.5032,,L,0,1,1,0,1,1
