scenario_id,label_detection,label_pipe,group,P2_mae,P2_rmse,P2_r2,P3_mae,P3_rmse,P3_r2,P5_mae,P5_rmse,P5_r2,P6_mae,P6_rmse,P6_r2,Q2a_mae,Q2a_rmse,Q2a_r2,Q4a_mae,Q4a_rmse,Q4a_r2,Q5a_mae,Q5a_rmse,Q5a_r2
scenario_00742,1,5,pipe-5,9e-06,1.2e-05,1.0,0.095583,0.179847,0.98057,0.861378,1.008051,0.708518,0.843933,1.457965,0.838283,6.5e-05,0.000124,0.967853,0.000152,0.000169,-54.916771,0.000258,0.000287,-0.818835
scenario_00743,1,5,pipe-5,6e-06,1e-05,1.0,0.005595,0.013082,0.996435,0.340089,0.412571,0.105311,0.136241,0.165404,0.920504,5e-06,1.1e-05,0.994775,7e-05,8.5e-05,-3943.182129,0.000136,0.000166,-0.280398
scenario_00744,1,5,pipe-5,6e-06,1e-05,1.0,0.004096,0.008386,0.998886,0.476435,0.544913,-0.643076,0.317836,0.38404,0.586103,3e-06,7e-06,0.998254,9.6e-05,0.000109,-7.505376,0.000122,0.000141,-0.019023
scenario_00745,1,5,pipe-5,4e-06,8e-06,1.0,0.005703,0.013353,0.99671,0.355578,0.43563,0.089811,0.10836,0.141554,0.951267,5e-06,1.1e-05,0.995102,7.3e-05,9e-05,0.0,0.000141,0.000173,-0.287673
scenario_00746,1,5,pipe-5,7e-06,8e-06,1.0,0.0276,0.052118,0.987528,0.404646,0.447394,0.697349,0.289827,0.33122,0.749626,2.1e-05,4e-05,0.977037,7.8e-05,8.8e-05,-2.052864,0.000149,0.000167,-0.124865
scenario_00747,1,5,pipe-5,4e-06,8e-06,1.0,0.005824,0.013363,0.99643,0.346589,0.420029,0.08472,0.128383,0.156675,0.932056,5e-06,1.1e-05,0.99462,7.1e-05,8.6e-05,-31854.679688,0.000138,0.000168,-0.28493
scenario_00748,1,5,pipe-5,5e-06,8e-06,1.0,0.035573,0.055703,0.995317,0.805679,1.22139,0.837376,0.685539,0.933937,0.697606,2.6e-05,4e-05,0.992974,0.000134,0.000188,0.589297,0.000108,0.000139,0.366163
scenario_00749,1,5,pipe-5,4e-06,9e-06,1.0,0.005709,0.013432,0.996168,0.350205,0.420534,-0.027044,0.134664,0.1615,0.922361,5e-06,1.1e-05,0.994241,7.2e-05,8.7e-05,-354.260681,0.000137,0.000167,-0.294572
scenario_00750,1,5,pipe-5,1.6e-05,2.1e-05,1.0,0.035281,0.063646,0.98984,0.909967,1.158592,-0.015919,1.017211,1.560261,0.744408,2.6e-05,4.5e-05,0.9839,0.00017,0.000214,-17.702885,0.000272,0.000295,-0.822469
scenario_00751,1,5,pipe-5,7e-06,1.1e-05,1.0,0.018324,0.044048,0.983727,0.711995,0.811877,-0.371835,0.244104,0.280657,0.92514,1.4e-05,3.4e-05,0.977754,0.000141,0.00016,-144554.921875,0.000265,0.00031,-0.321645
scenario_00752,1,5,pipe-5,0.002629,0.007931,0.995908,0.048548,0.091516,0.978554,0.379882,0.511039,0.900928,0.57832,0.678319,0.791025,3.3e-05,6.2e-05,0.974574,6.9e-05,8.7e-05,0.376147,0.000218,0.000253,0.14125
scenario_00753,1,5,pipe-5,1.1e-05,1.7e-05,1.0,0.030949,0.064545,0.985832,0.414737,0.521504,0.882401,0.554156,0.659302,0.756954,2.3e-05,4.7e-05,0.98109,7.5e-05,9.9e-05,0.097915,0.000202,0.000239,0.081051
scenario_00754,1,5,pipe-5,1.8e-05,2.9e-05,1.0,0.060629,0.152135,0.961223,0.734349,0.836375,0.6074,0.4143,0.523984,0.902177,4e-05,9.6e-05,0.952857,0.000131,0.000155,-0.886005,0.000276,0.000311,-0.060807
scenario_00755,1,5,pipe-5,6e-06,1.3e-05,1.0,0.015349,0.044336,0.987452,0.633749,0.775583,0.073083,0.221869,0.273455,0.938073,1.2e-05,3.4e-05,0.982472,0.000125,0.000153,-1332.025513,0.000247,0.000302,-0.304711
scenario_00756,1,5,pipe-5,8e-06,1.2e-05,1.0,0.09458,0.179737,0.976003,1.133427,1.186857,0.455186,0.908783,1.468652,0.79202,6.4e-05,0.000124,0.958742,0.000205,0.00021,-84.873734,0.000364,0.000376,-5.301457
scenario_00757,1,5,pipe-5,0.022928,0.074179,0.229767,0.151584,0.351153,0.251756,0.87278,1.20279,-1.202451,0.627928,1.121654,-0.023858,0.000104,0.000233,0.224766,0.000123,0.000151,-12520.717773,0.000254,0.000323,-0.487645
scenario_00758,1,5,pipe-5,6e-06,1e-05,1.0,0.0114,0.032506,0.994096,0.779604,0.908452,-0.55962,0.411667,0.490661,0.799012,9e-06,2.4e-05,0.991825,0.000151,0.000175,-20.829931,0.000232,0.000273,-0.138423
scenario_00759,1,5,pipe-5,5e-06,1.2e-05,1.0,0.015061,0.043911,0.989047,0.651373,0.798052,0.07753,0.194156,0.246635,0.954842,1.2e-05,3.4e-05,0.98485,0.000129,0.000157,0.0,0.000252,0.000309,-0.309519
scenario_00760,1,5,pipe-5,7e-06,1.1e-05,1.0,0.041423,0.087127,0.974705,0.707739,0.78524,0.436888,0.361769,0.430972,0.844502,2.9e-05,5.9e-05,0.96135,0.000133,0.000148,-7.735001,0.000259,0.000298,-0.19507
scenario_00761,1,5,pipe-5,3e-06,7e-06,1.0,0.015113,0.043685,0.988676,0.641935,0.782272,0.075292,0.214677,0.264372,0.944582,1.2e-05,3.3e-05,0.984258,0.000127,0.000154,-101658.914062,0.000249,0.000304,-0.306237
scenario_00762,1,5,pipe-5,7e-06,9e-06,1.0,0.048805,0.099005,0.990086,0.777595,1.099447,0.891875,0.783731,1.065382,0.764503,3.4e-05,6.8e-05,0.986003,0.000134,0.000175,0.64464,0.000186,0.000242,0.281989
scenario_00763,1,5,pipe-5,8e-06,1.8e-05,1.0,0.015113,0.044027,0.988107,0.645305,0.78243,0.015599,0.22112,0.269307,0.940186,1.2e-05,3.4e-05,0.983488,0.000128,0.000154,-1129.329224,0.000248,0.000303,-0.311587
scenario_00764,1,5,pipe-5,1.4e-05,1.9e-05,1.0,0.034666,0.063537,0.986152,1.201865,1.342377,-0.773431,1.072485,1.570217,0.667099,2.5e-05,4.5e-05,0.977577,0.000225,0.000249,-24.372604,0.000381,0.000391,-4.2927
scenario_00765,1,5,pipe-5,4e-06,6e-06,1.0,0.006212,0.011921,0.98609,0.214969,0.249035,-0.470839,0.119048,0.180676,0.624264,5e-06,1e-05,0.981747,4.5e-05,5.1e-05,-14769.533203,7.2e-05,8e-05,-0.410157
scenario_00766,1,5,pipe-5,7e-06,1.1e-05,1.0,0.014822,0.021626,0.995388,0.351319,0.502322,0.778473,0.273624,0.333512,0.743355,1.2e-05,1.7e-05,0.9932,6.8e-05,9.5e-05,0.266587,3.9e-05,4.6e-05,0.561282
scenario_00767,1,5,pipe-5,6e-06,8e-06,1.0,0.014637,0.020374,0.992803,0.350323,0.432283,0.809208,0.284608,0.345384,0.625045,1.2e-05,1.6e-05,0.989506,6.9e-05,8.3e-05,0.353291,2.6e-05,3.3e-05,0.591851
scenario_00768,1,5,pipe-5,1.4e-05,2.2e-05,1.0,0.029166,0.054277,0.988923,0.439327,0.502046,0.753992,0.320229,0.356478,0.855592,2.2e-05,3.9e-05,0.984567,8.7e-05,9.8e-05,0.236335,8.4e-05,9.7e-05,0.120884
scenario_00769,1,5,pipe-5,1e-06,3e-06,1.0,0.002446,0.004163,0.99705,0.131874,0.160766,0.091354,0.018604,0.025273,0.991359,2e-06,4e-06,0.995085,2.8e-05,3.4e-05,-64.554283,5.3e-05,6.4e-05,-0.208621
scenario_00770,1,5,pipe-5,1.3e-05,1.6e-05,1.0,0.098336,0.180543,0.983169,0.667878,0.934111,0.796766,0.787797,1.453301,0.859517,6.8e-05,0.000125,0.972979,0.000112,0.00015,-43.031116,0.000178,0.000244,0.24849
scenario_00771,1,5,pipe-5,2e-06,4e-06,1.0,0.00239,0.004126,0.997644,0.133677,0.160177,0.115698,0.018113,0.024119,0.992617,2e-06,4e-06,0.996411,2.8e-05,3.4e-05,-623.51355,5.3e-05,6.4e-05,-0.203806
scenario_00772,1,5,pipe-5,4e-06,9e-06,1.0,0.002047,0.003567,0.999508,0.263513,0.302032,0.21613,0.210693,0.242329,0.543421,2e-06,3e-06,0.999062,5.5e-05,6.2e-05,-1.758632,4.4e-05,5.4e-05,0.054974
scenario_00773,1,5,pipe-5,4e-06,7e-06,1.0,0.002395,0.004044,0.998365,0.148663,0.183579,0.092514,0.042521,0.070723,0.957541,2e-06,3e-06,0.997454,3.1e-05,3.9e-05,0.0,5.8e-05,7.1e-05,-0.20183
scenario_00774,1,5,pipe-5,7e-06,1.1e-05,1.0,0.021416,0.0424,0.991233,0.250159,0.270005,0.86292,0.208034,0.24479,0.764239,1.7e-05,3.5e-05,0.982328,5e-05,5.4e-05,-0.143365,6.7e-05,7.6e-05,-0.087896
scenario_00775,1,5,pipe-5,3e-06,5e-06,1.0,0.002454,0.004228,0.997777,0.139908,0.167372,0.065683,0.025951,0.035949,0.985232,2e-06,4e-06,0.996379,3e-05,3.5e-05,-5318.942383,5.4e-05,6.6e-05,-0.214962
scenario_00776,1,5,pipe-5,1.2e-05,2.4e-05,1.0,0.029445,0.041913,0.996348,0.826621,1.375992,0.761723,0.550574,0.775151,0.703822,2.2e-05,3.1e-05,0.99442,0.000134,0.000212,0.477217,9e-05,0.000117,-0.402572
scenario_00777,1,5,pipe-5,3e-06,7e-06,1.0,0.002395,0.004128,0.997531,0.143859,0.168626,-0.252415,0.022604,0.028513,0.989169,2e-06,4e-06,0.995985,3e-05,3.6e-05,-59.129841,5.4e-05,6.5e-05,-0.238961
scenario_00778,1,5,pipe-5,1.4e-05,2.1e-05,1.0,0.038698,0.065597,0.991742,0.741949,1.084635,0.315817,0.987937,1.559473,0.779818,2.9e-05,4.7e-05,0.987235,0.000138,0.000198,-15.090311,0.000189,0.000248,0.232452
scenario_00779,1,5,pipe-5,7e-06,1.1e-05,1.0,0.009321,0.017029,0.990573,0.417493,0.464259,-0.726825,0.185035,0.22468,0.887863,8e-06,1.4e-05,0.986883,8.6e-05,9.5e-05,-50929.949219,0.000154,0.000176,-0.326475
scenario_00780,1,5,pipe-5,1.1e-05,1.6e-05,1.0,0.020966,0.03732,0.992767,0.253867,0.355812,0.922927,0.238966,0.304193,0.92297,1.6e-05,2.8e-05,0.990157,4.9e-05,6.9e-05,0.60695,0.000107,0.000122,0.384504
scenario_00781,1,5,pipe-5,9e-06,1.2e-05,1.0,0.019166,0.029664,0.993136,0.286757,0.345055,0.916025,0.234497,0.298304,0.904123,1.5e-05,2.3e-05,0.990242,5.7e-05,6.9e-05,0.559708,9.2e-05,0.000107,0.361859
scenario_00782,1,5,pipe-5,1.7e-05,2.7e-05,1.0,0.039937,0.086186,0.980103,0.483224,0.569779,0.734281,0.356303,0.383927,0.915139,2.8e-05,5.8e-05,0.973826,9.7e-05,0.000111,0.030421,0.000165,0.000181,0.052409
scenario_00783,1,5,pipe-5,3e-06,6e-06,1.0,0.005728,0.013377,0.995863,0.336189,0.410507,0.085735,0.081153,0.099927,0.980984,5e-06,1.1e-05,0.993719,6.9e-05,8.4e-05,-405.671997,0.000135,0.000165,-0.281932
scenario_00784,1,5,pipe-5,9e-06,1.3e-05,1.0,0.095568,0.179851,0.980664,0.855106,1.004864,0.712315,0.831805,1.45792,0.828097,6.5e-05,0.000124,0.968039,0.000151,0.000169,-54.404079,0.000256,0.000285,-0.763812
scenario_00785,1,5,pipe-5,5e-06,8e-06,1.0,0.005644,0.013008,0.99643,0.338025,0.410048,0.104927,0.081972,0.099492,0.981631,5e-06,1.1e-05,0.994765,7e-05,8.4e-05,-3895.20166,0.000135,0.000165,-0.28008
scenario_00786,1,5,pipe-5,7e-06,1e-05,1.0,0.004066,0.008281,0.998903,0.474211,0.542291,-0.640616,0.204147,0.222177,0.906708,3e-06,7e-06,0.998278,9.6e-05,0.000109,-7.427947,0.000121,0.000141,-0.017645
scenario_00787,1,5,pipe-5,4e-06,9e-06,1.0,0.005777,0.013249,0.996723,0.35354,0.433136,0.089247,0.10859,0.143135,0.967039,5e-06,1.1e-05,0.99512,7.3e-05,8.9e-05,0.0,0.000141,0.000172,-0.287357
scenario_00788,1,5,pipe-5,1e-05,2e-05,1.0,0.027577,0.052171,0.987483,0.402385,0.4451,0.699445,0.212478,0.262186,0.882338,2.1e-05,4e-05,0.976922,7.8e-05,8.7e-05,-2.021943,0.000148,0.000166,-0.124105
scenario_00789,1,5,pipe-5,5e-06,9e-06,1.0,0.005682,0.013154,0.996497,0.344344,0.417278,0.085195,0.090804,0.111564,0.977799,5e-06,1.1e-05,0.994721,7.1e-05,8.6e-05,-31474.701172,0.000137,0.000167,-0.284625
scenario_00790,1,5,pipe-5,1.5e-05,2.6e-05,1.0,0.035382,0.055195,0.995387,0.806018,1.222902,0.836727,0.54382,0.769245,0.821861,2.6e-05,4e-05,0.993077,0.000134,0.000188,0.58843,0.000107,0.000138,0.365438
scenario_00791,1,5,pipe-5,7e-06,1.2e-05,1.0,0.005615,0.013253,0.996222,0.348009,0.417846,-0.027547,0.087337,0.104125,0.979489,5e-06,1.1e-05,0.994315,7.2e-05,8.6e-05,-350.036987,0.000136,0.000166,-0.294332
scenario_00792,1,5,pipe-5,1.7e-05,2.3e-05,1.0,0.035427,0.063722,0.98986,0.906561,1.156918,-0.008765,1.020911,1.572019,0.721992,2.6e-05,4.5e-05,0.983928,0.000169,0.000214,-17.642435,0.00027,0.000294,-0.794649
scenario_00793,1,5,pipe-5,7e-06,1.1e-05,1.0,0.018144,0.04351,0.983886,0.707717,0.806739,-0.374785,0.307081,0.345376,0.930441,1.4e-05,3.4e-05,0.977957,0.00014,0.00016,-142898.625,0.000263,0.000308,-0.321638
scenario_00794,1,5,pipe-5,1e-05,1.6e-05,1.0,0.034709,0.079459,0.983693,0.34445,0.442149,0.925378,0.210369,0.286502,0.973762,2.5e-05,5.5e-05,0.979557,6.8e-05,8.5e-05,0.412399,0.000217,0.000252,0.137545
scenario_00795,1,5,pipe-5,1e-05,1.8e-05,1.0,0.030534,0.063638,0.986066,0.410485,0.516485,0.883766,0.179434,0.227544,0.980091,2.2e-05,4.6e-05,0.981379,7.4e-05,9.8e-05,0.112317,0.000201,0.000237,0.083889
scenario_00796,1,5,pipe-5,1.9e-05,2.9e-05,1.0,0.060009,0.151052,0.961534,0.729479,0.831484,0.609748,0.419921,0.467559,0.942767,3.9e-05,9.5e-05,0.953184,0.000131,0.000154,-0.86853,0.000275,0.000309,-0.059625
scenario_00797,1,5,pipe-5,3e-06,1e-05,1.0,0.015015,0.043747,0.98762,0.62937,0.770205,0.073767,0.201945,0.249261,0.967793,1.2e-05,3.3e-05,0.982687,0.000124,0.000152,-1315.817627,0.000245,0.0003,-0.304536
scenario_00798,1,5,pipe-5,1.1e-05,1.4e-05,1.0,0.094709,0.179743,0.976224,1.121558,1.177658,0.470585,0.952709,1.478122,0.760841,6.4e-05,0.000124,0.95918,0.000203,0.000208,-83.262817,0.000359,0.000372,-5.03516
scenario_00799,1,5,pipe-5,6e-06,1.4e-05,1.0,0.014746,0.042791,0.988744,0.631084,0.76956,0.086502,0.202959,0.249164,0.968265,1.1e-05,3.3e-05,0.984569,0.000125,0.000152,-12631.166016,0.000246,0.0003,-0.303526
scenario_00800,1,5,pipe-5,6e-06,1e-05,1.0,0.011224,0.032034,0.994196,0.77521,0.903134,-0.562346,0.209914,0.247034,0.967739,8e-06,2.3e-05,0.991954,0.00015,0.000174,-20.601048,0.000231,0.000272,-0.137359
scenario_00801,1,5,pipe-5,5e-06,1.2e-05,1.0,0.014953,0.043358,0.989185,0.647215,0.792947,0.077561,0.231676,0.292354,0.95947,1.1e-05,3.3e-05,0.985027,0.000128,0.000156,0.0,0.000251,0.000307,-0.309356
scenario_00802,1,5,pipe-5,1.1e-05,2e-05,1.0,0.041148,0.086303,0.975036,0.703195,0.7799,0.440154,0.293051,0.343388,0.935654,2.9e-05,5.9e-05,0.961801,0.000132,0.000147,-7.628184,0.000258,0.000296,-0.194365
scenario_00803,1,5,pipe-5,3e-06,7e-06,1.0,0.015033,0.043143,0.988812,0.637793,0.777182,0.075277,0.212235,0.261524,0.965782,1.2e-05,3.3e-05,0.984431,0.000126,0.000153,-100433.570312,0.000247,0.000302,-0.306077
scenario_00804,1,5,pipe-5,9e-06,1.4e-05,1.0,0.04874,0.0983,0.990175,0.776273,1.100085,0.891448,0.554714,0.75552,0.905721,3.4e-05,6.8e-05,0.986114,0.000134,0.000175,0.644604,0.000185,0.000241,0.283855
scenario_00805,1,5,pipe-5,8e-06,1.7e-05,1.0,0.015043,0.043478,0.988249,0.641186,0.777367,0.015126,0.208236,0.253637,0.966768,1.2e-05,3.3e-05,0.983666,0.000127,0.000153,-1115.724731,0.000247,0.000301,-0.311464
scenario_00806,1,5,pipe-5,8e-06,1.5e-05,1.0,0.034696,0.063562,0.986219,1.195121,1.337268,-0.75346,1.106274,1.603782,0.605157,2.5e-05,4.5e-05,0.977684,0.000223,0.000248,-24.181694,0.000379,0.000388,-4.203715
scenario_00807,1,5,pipe-5,5e-06,7e-06,1.0,0.006144,0.011895,0.986133,0.214069,0.248218,-0.463221,0.197964,0.234328,0.497015,5e-06,1e-05,0.981802,4.5e-05,5.1e-05,-14676.415039,7.2e-05,8e-05,-0.41147
scenario_00808,1,5,pipe-5,9e-06,1.1e-05,1.0,0.01461,0.021252,0.995533,0.352204,0.503251,0.777318,0.217244,0.269012,0.854682,1.2e-05,1.7e-05,0.993422,6.8e-05,9.5e-05,0.26431,3.8e-05,4.5e-05,0.558957
scenario_00809,1,5,pipe-5,1e-05,1.2e-05,1.0,0.014422,0.019924,0.993087,0.351081,0.433322,0.807948,0.206018,0.266151,0.805885,1.2e-05,1.6e-05,0.989885,6.9e-05,8.4e-05,0.351173,2.6e-05,3.3e-05,0.586405
scenario_00810,1,5,pipe-5,1.3e-05,2.2e-05,1.0,0.029293,0.054229,0.988928,0.438974,0.501877,0.754045,0.343003,0.373838,0.853759,2.2e-05,3.9e-05,0.984571,8.7e-05,9.8e-05,0.236329,8.4e-05,9.7e-05,0.120503
scenario_00811,1,5,pipe-5,2e-06,4e-06,1.0,0.002441,0.004141,0.997041,0.131057,0.159765,0.091587,0.095375,0.116935,0.871146,2e-06,4e-06,0.995072,2.8e-05,3.4e-05,-63.754128,5.2e-05,6.4e-05,-0.2079
scenario_00812,1,5,pipe-5,9e-06,1.3e-05,1.0,0.098403,0.18056,0.983198,0.665514,0.933546,0.797524,0.840877,1.458764,0.855483,6.8e-05,0.000125,0.973034,0.000111,0.00015,-42.940308,0.000177,0.000244,0.255511
scenario_00813,1,5,pipe-5,3e-06,6e-06,1.0,0.002404,0.004135,0.997604,0.132893,0.159223,0.115306,0.09616,0.116435,0.879005,2e-06,4e-06,0.99635,2.8e-05,3.4e-05,-615.879211,5.2e-05,6.4e-05,-0.203021
scenario_00814,1,5,pipe-5,4e-06,9e-06,1.0,0.002013,0.003556,0.999509,0.26263,0.301086,0.221367,0.191626,0.20891,0.713666,2e-06,3e-06,0.999065,5.4e-05,6.2e-05,-1.742598,4.4e-05,5.3e-05,0.052805
scenario_00815,1,5,pipe-5,2e-06,5e-06,1.0,0.002357,0.003927,0.998442,0.147824,0.182555,0.092923,0.121977,0.157069,0.842244,2e-06,3e-06,0.997569,3.1e-05,3.9e-05,0.0,5.8e-05,7.1e-05,-0.200868
scenario_00816,1,5,pipe-5,9e-06,1.1e-05,1.0,0.02164,0.043196,0.990902,0.250003,0.269878,0.86299,0.207204,0.25631,0.755337,1.8e-05,3.6e-05,0.981651,5e-05,5.4e-05,-0.139619,6.6e-05,7.6e-05,-0.088661
scenario_00817,1,5,pipe-5,0.000277,0.000948,0.997922,0.002631,0.004294,0.99768,0.137786,0.164946,0.081446,0.105988,0.129491,0.862925,2e-06,4e-06,0.996223,2.9e-05,3.5e-05,-5210.898438,5.4e-05,6.6e-05,-0.220568
scenario_00818,1,5,pipe-5,1.8e-05,2.7e-05,1.0,0.029242,0.041658,0.996388,0.826293,1.376438,0.76143,0.514411,0.72376,0.756011,2.2e-05,3.1e-05,0.994481,0.000134,0.000212,0.476638,9e-05,0.000117,-0.412316
scenario_00819,1,5,pipe-5,2e-06,5e-06,1.0,0.00236,0.004064,0.997575,0.143014,0.167598,-0.254413,0.101377,0.120799,0.864347,2e-06,3e-06,0.996056,3e-05,3.5e-05,-58.433491,5.3e-05,6.5e-05,-0.238422
scenario_00820,1,5,pipe-5,1.2e-05,2e-05,1.0,0.038746,0.065643,0.991745,0.74097,1.084331,0.317435,1.018959,1.569845,0.77127,2.9e-05,4.7e-05,0.987239,0.000138,0.000198,-15.079754,0.000189,0.000247,0.236316
scenario_00821,1,5,pipe-5,5e-06,7e-06,1.0,0.009247,0.016907,0.990584,0.41527,0.461727,-0.730476,0.396596,0.440636,0.703204,8e-06,1.4e-05,0.986904,8.5e-05,9.5e-05,-50403.132812,0.000153,0.000175,-0.326625
scenario_00822,1,5,pipe-5,1e-05,1.3e-05,1.0,0.020868,0.036999,0.992847,0.253954,0.356645,0.922273,0.212918,0.25416,0.957709,1.6e-05,2.7e-05,0.990268,4.9e-05,6.9e-05,0.605581,0.000106,0.000121,0.387211
scenario_00823,1,5,pipe-5,1.1e-05,1.3e-05,1.0,0.019309,0.029627,0.993092,0.28629,0.345078,0.915626,0.14056,0.181219,0.972646,1.5e-05,2.3e-05,0.990177,5.7e-05,6.9e-05,0.560002,9.1e-05,0.000106,0.365923
scenario_00824,1,5,pipe-5,1.8e-05,2.9e-05,1.0,0.03928,0.085534,0.980332,0.48169,0.567952,0.735346,0.437416,0.517536,0.87258,2.7e-05,5.7e-05,0.974145,9.7e-05,0.000111,0.034589,0.000164,0.00018,0.053513
scenario_00825,1,5,pipe-5,5e-06,8e-06,1.0,0.005742,0.01326,0.99588,0.334079,0.407925,0.085447,0.292708,0.35791,0.83072,5e-06,1.1e-05,0.993743,6.9e-05,8.4e-05,-400.660889,0.000134,0.000164,-0.281635
scenario_00826,1,5,pipe-5,8e-06,1.2e-05,1.0,0.095709,0.179861,0.980757,0.848859,1.001733,0.716071,1.027255,1.497561,0.807585,6.5e-05,0.000124,0.968225,0.00015,0.000168,-53.890472,0.000253,0.000283,-0.709631
scenario_00827,1,5,pipe-5,5e-06,1.1e-05,1.0,0.005565,0.012843,0.996475,0.335829,0.407357,0.105206,0.293651,0.357748,0.834518,5e-06,1e-05,0.99483,6.9e-05,8.4e-05,-3847.270508,0.000135,0.000164,-0.279746
scenario_00829,1,5,pipe-5,2e-06,6e-06,1.0,0.005726,0.013107,0.996754,0.351371,0.430491,0.089253,0.321954,0.398011,0.818386,5e-06,1.1e-05,0.995163,7.2e-05,8.9e-05,0.0,0.00014,0.000171,-0.287026
scenario_00828,1,5,pipe-5,7e-06,1e-05,1.0,0.004051,0.008172,0.998922,0.471982,0.539677,-0.638152,0.238794,0.299502,0.879182,3e-06,6e-06,0.998305,9.5e-05,0.000108,-7.350568,0.00012,0.00014,-0.016232
scenario_00830,1,5,pipe-5,1e-05,2e-05,1.0,0.027419,0.052077,0.987508,0.399985,0.4427,0.701682,0.347794,0.406842,0.785352,2.1e-05,4e-05,0.976928,7.7e-05,8.7e-05,-1.991194,0.000147,0.000165,-0.123311
scenario_00831,1,5,pipe-5,2e-06,5e-06,1.0,0.005699,0.013052,0.996508,0.34223,0.414692,0.084889,0.302929,0.369462,0.829349,5e-06,1.1e-05,0.994731,7e-05,8.5e-05,-31093.287109,0.000136,0.000166,-0.284342
scenario_00832,1,5,pipe-5,7e-06,1e-05,1.0,0.035145,0.054883,0.995424,0.806102,1.224344,0.836095,0.509809,0.676371,0.87953,2.5e-05,4e-05,0.993131,0.000134,0.000188,0.587582,0.000107,0.000138,0.364667
scenario_00833,1,5,pipe-5,4e-06,9e-06,1.0,0.005611,0.01312,0.996249,0.345871,0.415227,-0.028473,0.298967,0.362123,0.827699,5e-06,1.1e-05,0.994354,7.1e-05,8.6e-05,-345.795654,0.000136,0.000165,-0.294119
scenario_00835,1,5,pipe-5,7e-06,1.1e-05,1.0,0.018079,0.042975,0.984041,0.703534,0.801706,-0.378243,0.721824,0.824201,0.731604,1.4e-05,3.3e-05,0.97815,0.000139,0.000159,-141242.3125,0.000261,0.000306,-0.32163
scenario_00834,1,5,pipe-5,1.7e-05,2.4e-05,1.0,0.035432,0.063681,0.989918,0.902948,1.155204,-0.001534,1.183159,1.628019,0.681169,2.6e-05,4.5e-05,0.984032,0.000169,0.000213,-17.581705,0.000269,0.000293,-0.767005
scenario_00836,1,5,pipe-5,1e-05,1.6e-05,1.0,0.034333,0.07869,0.983868,0.3425,0.43852,0.926138,0.462378,0.5352,0.93193,2.4e-05,5.5e-05,0.97976,6.7e-05,8.4e-05,0.420216,0.000216,0.00025,0.1399
scenario_00837,1,5,pipe-5,1.2e-05,1.7e-05,1.0,0.030573,0.062986,0.986188,0.406543,0.511815,0.884972,0.3587,0.437039,0.94631,2.3e-05,4.6e-05,0.981521,7.4e-05,9.7e-05,0.126603,0.000199,0.000235,0.086779
scenario_00838,1,5,pipe-5,2e-05,3e-05,1.0,0.059882,0.149991,0.961833,0.72504,0.827016,0.611702,0.751803,0.859031,0.852364,3.9e-05,9.4e-05,0.95349,0.00013,0.000153,-0.851009,0.000273,0.000308,-0.058454
scenario_00839,1,5,pipe-5,7e-06,1.3e-05,1.0,0.014952,0.043185,0.987771,0.625241,0.765128,0.073663,0.61766,0.756401,0.795977,1.1e-05,3.3e-05,0.98288,0.000123,0.000151,-1299.625,0.000244,0.000298,-0.304352
scenario_00840,1,5,pipe-5,9e-06,1.6e-05,1.0,0.094669,0.179741,0.976448,1.109352,1.168302,0.485875,1.33353,1.630064,0.671438,6.4e-05,0.000124,0.959627,0.0002,0.000206,-81.652992,0.000355,0.000367,-4.765353
scenario_00841,1,5,pipe-5,9e-06,1.7e-05,1.0,0.014577,0.042239,0.988887,0.626855,0.764365,0.086754,0.618852,0.75658,0.798255,1.1e-05,3.2e-05,0.98475,0.000124,0.000151,-12475.689453,0.000244,0.000298,-0.303338
scenario_00842,1,5,pipe-5,6e-06,1e-05,1.0,0.011097,0.031565,0.994295,0.770846,0.897842,-0.565269,0.54419,0.641896,0.849668,8e-06,2.3e-05,0.992082,0.00015,0.000173,-20.372248,0.000229,0.00027,-0.136269
scenario_00843,1,5,pipe-5,8e-06,1.5e-05,1.0,0.014717,0.042791,0.989331,0.64292,0.787674,0.077926,0.65068,0.800229,0.788396,1.1e-05,3.3e-05,0.985213,0.000127,0.000156,0.0,0.000249,0.000305,-0.309178
scenario_00844,1,5,pipe-5,1e-05,1.2e-05,1.0,0.040958,0.085804,0.975179,0.698688,0.774673,0.443263,0.666196,0.760528,0.77974,2.9e-05,5.9e-05,0.961872,0.000131,0.000147,-7.52113,0.000256,0.000294,-0.19367
scenario_00845,1,5,pipe-5,4e-06,7e-06,1.0,0.014743,0.042561,0.98897,0.633437,0.771833,0.075819,0.629196,0.76957,0.795114,1.1e-05,3.3e-05,0.984633,0.000125,0.000152,-99209.664062,0.000246,0.0003,-0.305905
scenario_00846,1,5,pipe-5,6e-06,9e-06,1.0,0.04839,0.097403,0.990301,0.775289,1.101111,0.89094,0.558777,0.747622,0.924892,3.3e-05,6.7e-05,0.986277,0.000134,0.000175,0.644529,0.000183,0.000239,0.285759
scenario_00847,1,5,pipe-5,8e-06,1.8e-05,1.0,0.014713,0.042898,0.988409,0.636811,0.771997,0.015363,0.624296,0.761107,0.794047,1.1e-05,3.3e-05,0.983873,0.000126,0.000153,-1102.173096,0.000245,0.000299,-0.311308
