scenario_id,label_detection,label_pipe,group,P2_mae,P2_rmse,P2_r2,P3_mae,P3_rmse,P3_r2,P5_mae,P5_rmse,P5_r2,P6_mae,P6_rmse,P6_r2,Q2a_mae,Q2a_rmse,Q2a_r2,Q4a_mae,Q4a_rmse,Q4a_r2,Q5a_mae,Q5a_rmse,Q5a_r2
scenario_00210,1,1,pipe-1,0.023457,0.028725,0.985973,0.101243,0.181797,0.983231,0.557073,0.916732,0.818072,0.791673,1.452853,0.871357,8.2e-05,0.000127,0.975264,8.8e-05,0.000146,-40.340378,0.000135,0.000235,0.493538
scenario_00211,1,1,pipe-1,0.022669,0.027762,0.807144,0.002312,0.00396,0.99614,0.013561,0.015591,0.945826,0.016793,0.023173,0.871539,1.8e-05,2.2e-05,-261.69635,3e-06,3e-06,-4.565051,3e-06,4e-06,0.0
scenario_00212,1,1,pipe-1,0.023666,0.028989,0.845081,0.002404,0.00387,0.999363,0.14139,0.178141,0.760866,0.220252,0.257193,0.268219,2.1e-05,2.4e-05,0.927213,3e-05,3.7e-05,0.01597,4.6e-05,5.4e-05,-3.898242
scenario_00213,1,1,pipe-1,0.022661,0.027754,0.826858,0.002269,0.003751,0.997757,0.021187,0.037043,0.843861,0.02633,0.047938,0.901843,1.8e-05,2.2e-05,-0.421732,4e-06,8e-06,0.0,5e-06,1e-05,0.562651
scenario_00214,1,1,pipe-1,0.02365,0.029019,0.944529,0.02062,0.04175,0.991538,0.197211,0.245551,0.885064,0.218389,0.245996,0.758238,2.4e-05,3.2e-05,0.986808,3.9e-05,5e-05,0.001423,4.2e-05,4.9e-05,-1.738809
scenario_00215,1,1,pipe-1,0.022664,0.027758,0.825083,0.002556,0.004445,0.995783,0.014297,0.018401,0.930893,0.017255,0.022241,0.929902,1.8e-05,2.2e-05,-27.80121,3e-06,4e-06,-55.838982,3e-06,4e-06,-0.033914
scenario_00216,1,1,pipe-1,0.024866,0.030507,0.973336,0.028107,0.04055,0.996361,0.857119,1.492109,0.702486,0.556501,0.773716,0.620342,1.3e-05,1.8e-05,0.997832,0.000142,0.000233,0.370188,0.000106,0.000146,-3.547247
scenario_00217,1,1,pipe-1,0.022647,0.027737,0.816873,0.002233,0.003851,0.996118,0.017047,0.024003,0.786854,0.0153,0.021587,0.864164,1.8e-05,2.2e-05,-22.719452,4e-06,5e-06,-0.133803,3e-06,4e-06,0.0
scenario_00218,1,1,pipe-1,0.023232,0.028463,0.957839,0.041313,0.06821,0.991427,0.692729,1.066867,0.40501,0.979244,1.554334,0.802388,3.3e-05,4.7e-05,0.989581,0.000129,0.000195,-14.509028,0.000157,0.000236,0.492131
scenario_00219,1,2,pipe-2,5e-06,8e-06,1.0,0.005506,0.011712,0.988443,0.089002,0.168552,0.466656,0.090087,0.169872,0.523073,6.6e-05,7.6e-05,-0.106519,1.8e-05,3.3e-05,-6288.739258,1.8e-05,3.4e-05,-2.362557
scenario_00220,1,2,pipe-2,8e-06,1e-05,1.0,0.012426,0.017802,0.995784,0.483809,0.636468,0.567764,0.294697,0.348386,0.399879,5.5e-05,6.7e-05,0.893116,9.4e-05,0.000121,-0.191831,5.9e-05,7e-05,-13.748705
scenario_00221,1,2,pipe-2,1.1e-05,1.4e-05,1.0,0.013105,0.018999,0.990884,0.427469,0.550046,0.626408,0.30524,0.365461,0.206301,5.8e-05,6.8e-05,0.807249,8.4e-05,0.000106,-0.042283,6.2e-05,7.3e-05,-4.634159
scenario_00222,1,2,pipe-2,1.7e-05,2.5e-05,1.0,0.02558,0.043752,0.991787,0.430019,0.530721,0.714301,0.302418,0.34872,0.799818,4.9e-05,6.2e-05,0.960322,8.4e-05,0.000104,0.150617,6.2e-05,7.1e-05,-0.600223
scenario_00223,1,2,pipe-2,3e-06,6e-06,1.0,0.001764,0.003439,0.983334,0.011647,0.017748,0.850834,0.014927,0.023633,0.395054,6.1e-05,7.5e-05,-1.438392,3e-06,4e-06,0.237552,3e-06,5e-06,0.0
scenario_00225,1,2,pipe-2,4e-06,6e-06,1.0,0.00173,0.003394,0.987245,0.014053,0.015801,0.783917,0.016201,0.022848,0.459222,6.1e-05,7.5e-05,-0.792536,3e-06,3e-06,-4.563591,3e-06,4e-06,0.0
scenario_00224,1,2,pipe-2,1.1e-05,1.5e-05,1.0,0.100725,0.181521,0.983943,0.556567,0.91663,0.823039,0.791134,1.45278,0.873322,0.000115,0.000142,0.965188,8.8e-05,0.000146,-40.340393,0.000135,0.000235,0.493538
scenario_00226,1,2,pipe-2,5e-06,1e-05,1.0,0.001993,0.00354,0.999424,0.141013,0.177894,0.779261,0.21987,0.256725,0.292047,6.3e-05,7.6e-05,0.372448,3e-05,3.7e-05,0.015979,4.6e-05,5.4e-05,-3.89822
scenario_00228,1,2,pipe-2,5e-06,9e-06,1.0,0.0193,0.040396,0.992268,0.198242,0.247228,0.883607,0.217057,0.244351,0.767223,5.6e-05,6.8e-05,0.933889,3.9e-05,5e-05,0.001425,4.2e-05,4.9e-05,-1.738812
scenario_00227,1,2,pipe-2,3e-06,4e-06,1.0,0.001735,0.003262,0.995396,0.021085,0.036967,0.681035,0.025893,0.048031,0.867094,6.1e-05,7.5e-05,-0.311369,4e-06,8e-06,0.0,5e-06,1e-05,0.562655
scenario_00229,1,2,pipe-2,3e-06,6e-06,1.0,0.001867,0.003576,0.98962,0.014961,0.018633,0.75066,0.016544,0.02185,0.838505,6.1e-05,7.5e-05,-0.716119,3e-06,4e-06,-55.833351,3e-06,4e-06,-0.033944
scenario_00230,1,2,pipe-2,1.1e-05,2e-05,1.0,0.027226,0.03944,0.996283,0.858165,1.492901,0.697428,0.555455,0.772709,0.606706,4.3e-05,5.5e-05,0.982459,0.000142,0.000233,0.370189,0.000106,0.000146,-3.54727
scenario_00231,1,2,pipe-2,2e-06,5e-06,1.0,0.001745,0.003443,0.985198,0.01744,0.024045,0.312608,0.014817,0.02145,0.320612,6.1e-05,7.5e-05,-1.010619,4e-06,5e-06,-0.133771,3e-06,4e-06,0.0
scenario_00232,1,2,pipe-2,1.4e-05,2.1e-05,1.0,0.041288,0.068362,0.991965,0.692518,1.066937,0.425935,0.979313,1.554321,0.805538,6.6e-05,7.6e-05,0.967201,0.000129,0.000195,-14.509101,0.000157,0.000236,0.492133
scenario_00233,1,2,pipe-2,5e-06,8e-06,1.0,0.005634,0.011731,0.986345,0.088981,0.168573,0.372323,0.090145,0.169853,0.483343,0.000159,0.00019,-1.621971,1.8e-05,3.3e-05,-6288.789062,1.8e-05,3.4e-05,-2.36253
scenario_00234,1,2,pipe-2,1.1e-05,1.6e-05,1.0,0.012609,0.017892,0.996672,0.483651,0.635705,0.595208,0.294855,0.349091,0.482935,0.000149,0.000181,0.560891,9.4e-05,0.000121,-0.191882,5.9e-05,7e-05,-13.747721
scenario_00235,1,2,pipe-2,8e-06,1.2e-05,1.0,0.013466,0.019142,0.993247,0.427189,0.54943,0.649072,0.305596,0.365832,0.281523,0.000151,0.000181,0.349487,8.4e-05,0.000106,-0.042274,6.2e-05,7.3e-05,-4.63416
scenario_00236,1,2,pipe-2,2.2e-05,3.4e-05,1.0,0.02704,0.048126,0.99105,0.428504,0.528684,0.718927,0.304012,0.350386,0.811136,0.000141,0.000172,0.762982,8.4e-05,0.000104,0.15061,6.2e-05,7.1e-05,-0.600153
scenario_00237,1,2,pipe-2,2e-06,6e-06,1.0,0.001926,0.003483,0.997385,0.011478,0.017772,0.953184,0.015087,0.023719,0.8878,0.000155,0.000189,-1.097056,3e-06,4e-06,0.237552,3e-06,5e-06,0.0
scenario_00238,1,2,pipe-2,1e-05,1.3e-05,1.0,0.100227,0.181238,0.98311,0.55596,0.916518,0.816498,0.790677,1.452708,0.870733,0.000209,0.000219,0.900499,8.8e-05,0.000146,-40.340401,0.000135,0.000235,0.493538
scenario_00239,1,2,pipe-2,3e-06,7e-06,1.0,0.00206,0.003786,0.997531,0.0139,0.015853,0.960076,0.016534,0.02312,0.910082,0.000154,0.000189,-0.838578,3e-06,3e-06,-4.564471,3e-06,4e-06,0.0
scenario_00240,1,2,pipe-2,4e-06,9e-06,1.0,0.002012,0.003569,0.999486,0.14102,0.17782,0.755758,0.219866,0.256685,0.268008,0.000157,0.00019,-0.577679,3e-05,3.7e-05,0.015967,4.6e-05,5.4e-05,-3.89825
scenario_00243,1,2,pipe-2,2e-06,5e-06,1.0,0.002165,0.003838,0.997747,0.014692,0.018539,0.949244,0.016866,0.022028,0.946925,0.000154,0.000189,-0.808905,3e-06,4e-06,-55.843235,3e-06,4e-06,-0.034314
scenario_00242,1,2,pipe-2,1e-05,2e-05,1.0,0.020178,0.041089,0.991772,0.197417,0.245963,0.884956,0.217946,0.245482,0.758145,0.000146,0.000177,0.541542,3.9e-05,5e-05,0.001437,4.2e-05,4.9e-05,-1.738837
scenario_00241,1,2,pipe-2,3e-06,7e-06,1.0,0.001946,0.003398,0.998615,0.020966,0.037006,0.876166,0.026096,0.048068,0.912047,0.000154,0.000189,-0.641443,4e-06,8e-06,0.0,5e-06,1e-05,0.562654
scenario_00244,1,2,pipe-2,1e-05,1.8e-05,1.0,0.028042,0.040251,0.99654,0.857393,1.492355,0.704559,0.556227,0.773382,0.62737,0.000136,0.000167,0.876538,0.000142,0.000233,0.370184,0.000106,0.000146,-3.547213
scenario_00245,1,2,pipe-2,3e-06,7e-06,1.0,0.001879,0.003427,0.997869,0.017237,0.023946,0.855489,0.014949,0.021394,0.908903,0.000155,0.000189,-0.929806,4e-06,5e-06,-0.133757,3e-06,4e-06,0.0
scenario_00246,1,2,pipe-2,1.3e-05,1.9e-05,1.0,0.040826,0.067689,0.99134,0.691987,1.066313,0.397747,0.979938,1.55464,0.801125,0.00016,0.00018,0.749775,0.000129,0.000195,-14.509153,0.000157,0.000236,0.492135
scenario_00248,1,2,pipe-2,1e-05,1.8e-05,1.0,0.013759,0.019678,0.997097,0.482508,0.633454,0.632197,0.295998,0.351256,0.574613,0.000271,0.000331,0.215183,9.4e-05,0.000121,-0.191892,5.9e-05,7e-05,-13.747494
scenario_00247,1,2,pipe-2,1e-05,1.5e-05,1.0,0.006043,0.011841,0.990502,0.08896,0.168588,0.312608,0.090498,0.169855,0.489652,0.000282,0.00034,-1.480696,1.8e-05,3.3e-05,-6288.834473,1.8e-05,3.4e-05,-2.362506
scenario_00249,1,2,pipe-2,1e-05,1.7e-05,1.0,0.014379,0.020084,0.995106,0.42627,0.547932,0.679815,0.306517,0.367034,0.384837,0.000273,0.000331,-0.021428,8.4e-05,0.000106,-0.042291,6.2e-05,7.3e-05,-4.634116
scenario_00250,1,2,pipe-2,2.4e-05,4e-05,1.0,0.029773,0.055856,0.989697,0.425824,0.525291,0.728029,0.306611,0.353331,0.825945,0.000263,0.000321,0.444216,8.4e-05,0.000104,0.15062,6.2e-05,7.1e-05,-0.600185
scenario_00251,1,2,pipe-2,5e-06,1.2e-05,1.0,0.002462,0.004183,0.998986,0.011374,0.017749,0.984518,0.015625,0.023941,0.967908,0.000277,0.00034,-0.975664,3e-06,4e-06,0.237846,3e-06,5e-06,0.0
scenario_00252,1,2,pipe-2,1.2e-05,1.5e-05,1.0,0.099592,0.180979,0.981839,0.55538,0.916412,0.806896,0.790025,1.452634,0.867021,0.000331,0.000353,0.669229,8.8e-05,0.000146,-40.340405,0.000135,0.000235,0.493538
scenario_00255,1,2,pipe-2,4e-06,1.1e-05,1.0,0.002551,0.004282,0.999233,0.021494,0.037163,0.950049,0.026612,0.048066,0.949584,0.000277,0.00034,-0.726472,4e-06,8e-06,0.0,5e-06,1e-05,0.562655
scenario_00253,1,2,pipe-2,7e-06,1.3e-05,1.0,0.002481,0.004282,0.999073,0.01342,0.015574,0.988226,0.01696,0.023294,0.972909,0.000277,0.00034,-0.836338,3e-06,3e-06,-4.563701,3e-06,4e-06,0.0
scenario_00254,1,2,pipe-2,6e-06,1e-05,1.0,0.002271,0.003752,0.999617,0.141389,0.178057,0.731111,0.220246,0.257091,0.292786,0.00028,0.000341,-0.850506,3e-05,3.7e-05,0.015975,4.6e-05,5.4e-05,-3.898182
scenario_00256,1,2,pipe-2,1.3e-05,2.3e-05,1.0,0.021821,0.042776,0.991062,0.196109,0.244016,0.888566,0.219585,0.247458,0.751707,0.000268,0.000325,-0.212574,3.9e-05,5e-05,0.001436,4.2e-05,4.9e-05,-1.738834
scenario_00257,1,2,pipe-2,2e-06,5e-06,1.0,0.002908,0.005091,0.998771,0.014145,0.018542,0.983946,0.017588,0.022567,0.97955,0.000277,0.000339,-0.816671,3e-06,4e-06,-55.849686,3e-06,4e-06,-0.034298
scenario_00258,1,2,pipe-2,1e-05,1.8e-05,1.0,0.028673,0.040848,0.996942,0.856538,1.492003,0.714026,0.557082,0.773976,0.654447,0.00026,0.000318,0.683776,0.000142,0.000233,0.370173,0.000106,0.000146,-3.547082
scenario_00261,1,2,pipe-2,4e-06,7e-06,1.0,0.005486,0.0117,0.987515,0.088937,0.168553,0.439586,0.090068,0.169868,0.509546,5e-05,5.7e-05,0.38555,1.8e-05,3.3e-05,-6288.786133,1.8e-05,3.4e-05,-2.362532
scenario_00259,1,2,pipe-2,4e-06,1e-05,1.0,0.002347,0.004071,0.999138,0.017159,0.023921,0.963011,0.015419,0.021555,0.974496,0.000277,0.00034,-0.88599,4e-06,5e-06,-0.133781,3e-06,4e-06,0.0
scenario_00260,1,2,pipe-2,1e-05,1.6e-05,1.0,0.04016,0.066879,0.990354,0.691658,1.065764,0.355978,0.980223,1.554906,0.794848,0.000283,0.000329,-0.171926,0.000129,0.000195,-14.509048,0.000157,0.000236,0.492132
scenario_00263,1,2,pipe-2,5e-06,7e-06,1.0,0.013003,0.018599,0.991983,0.427521,0.550078,0.63244,0.305138,0.365262,0.22776,4.2e-05,4.9e-05,0.900328,8.4e-05,0.000106,-0.042298,6.2e-05,7.3e-05,-4.634051
scenario_00262,1,2,pipe-2,1e-05,1.4e-05,1.0,0.012557,0.017941,0.996002,0.4837,0.636174,0.575601,0.294806,0.348669,0.423879,3.9e-05,4.7e-05,0.946255,9.4e-05,0.000121,-0.191899,5.9e-05,7e-05,-13.747358
scenario_00264,1,2,pipe-2,1.5e-05,2.3e-05,1.0,0.02593,0.044837,0.99162,0.429493,0.530105,0.715607,0.302907,0.349231,0.803007,3.5e-05,4.5e-05,0.979266,8.4e-05,0.000104,0.150636,6.2e-05,7.1e-05,-0.600242
scenario_00265,1,2,pipe-2,4e-06,7e-06,1.0,0.001795,0.003424,0.991263,0.011577,0.017738,0.89272,0.014958,0.023668,0.649654,4.5e-05,5.5e-05,-0.342844,3e-06,4e-06,0.237547,3e-06,5e-06,0.0
scenario_00266,1,2,pipe-2,1e-05,1.3e-05,1.0,0.100401,0.181379,0.983742,0.55623,0.916574,0.821365,0.790843,1.452744,0.872653,0.0001,0.000134,0.96904,8.8e-05,0.000146,-40.340412,0.000135,0.000235,0.493538
scenario_00267,1,2,pipe-2,4e-06,6e-06,1.0,0.001833,0.003552,0.992986,0.014094,0.015916,0.88021,0.016313,0.023008,0.7186,4.5e-05,5.5e-05,0.017109,3e-06,3e-06,-4.563447,3e-06,4e-06,0.0
scenario_00268,1,2,pipe-2,6e-06,1e-05,1.0,0.001913,0.003522,0.999439,0.140932,0.17778,0.772895,0.219776,0.256578,0.282873,4.7e-05,5.7e-05,0.652647,3e-05,3.7e-05,0.015964,4.6e-05,5.4e-05,-3.898271
scenario_00269,1,2,pipe-2,5e-06,1e-05,1.0,0.001824,0.003396,0.996717,0.021142,0.037066,0.758485,0.025933,0.04801,0.880826,4.5e-05,5.5e-05,0.282285,4e-06,8e-06,0.0,5e-06,1e-05,0.562635
scenario_00270,1,2,pipe-2,1.6e-05,3.2e-05,1.0,0.019564,0.040757,0.992056,0.198085,0.24703,0.883771,0.217303,0.244598,0.764601,4.4e-05,5.1e-05,0.962658,3.9e-05,5e-05,0.001437,4.2e-05,4.9e-05,-1.738814
scenario_00271,1,2,pipe-2,3e-06,6e-06,1.0,0.001933,0.003675,0.993962,0.014952,0.018689,0.855413,0.016611,0.021886,0.885855,4.5e-05,5.5e-05,0.059366,3e-06,4e-06,-55.831799,3e-06,4e-06,-0.033979
scenario_00272,1,2,pipe-2,4e-06,7e-06,1.0,0.027339,0.039486,0.996391,0.858089,1.493001,0.699354,0.555532,0.772625,0.612946,2.7e-05,3.7e-05,0.992172,0.000142,0.000233,0.370195,0.000106,0.000146,-3.547347
scenario_00273,1,2,pipe-2,2e-06,4e-06,1.0,0.001682,0.00328,0.993463,0.017333,0.02391,0.545677,0.01475,0.021286,0.68169,4.5e-05,5.5e-05,-0.109724,4e-06,5e-06,-0.133768,3e-06,4e-06,0.0
scenario_00274,1,2,pipe-2,1.6e-05,2.2e-05,1.0,0.041064,0.068043,0.991835,0.692561,1.066768,0.41849,0.97933,1.554389,0.804364,5e-05,6.1e-05,0.978506,0.000129,0.000195,-14.509074,0.000157,0.000236,0.492133
scenario_00275,1,2,pipe-2,6e-06,8e-06,1.0,0.00573,0.011737,0.987873,0.088805,0.16857,0.328199,0.090237,0.169858,0.476987,0.000118,0.00014,-0.448798,1.8e-05,3.3e-05,-6288.739258,1.8e-05,3.4e-05,-2.362558
scenario_00276,1,2,pipe-2,1e-05,1.3e-05,1.0,0.013277,0.019014,0.996827,0.482968,0.634465,0.614549,0.295538,0.350308,0.53197,0.000108,0.000131,0.768943,9.4e-05,0.000121,-0.191866,5.9e-05,7e-05,-13.74797
scenario_00277,1,2,pipe-2,1e-05,1.2e-05,1.0,0.013827,0.019601,0.994293,0.426786,0.548797,0.664728,0.305964,0.366385,0.334469,0.00011,0.000132,0.654512,8.4e-05,0.000106,-0.042271,6.2e-05,7.3e-05,-4.634216
scenario_00278,1,2,pipe-2,1.9e-05,2.7e-05,1.0,0.028475,0.052271,0.99026,0.427188,0.527038,0.723448,0.305276,0.351784,0.819079,0.0001,0.000123,0.878632,8.4e-05,0.000104,0.150627,6.2e-05,7.1e-05,-0.600259
scenario_00279,1,2,pipe-2,7e-06,1.3e-05,1.0,0.002112,0.003665,0.998638,0.011351,0.017742,0.974708,0.015274,0.023744,0.945488,0.000114,0.000139,-0.152589,3e-06,4e-06,0.237557,3e-06,5e-06,0.0
scenario_00280,1,2,pipe-2,7e-06,1.2e-05,1.0,0.0994,0.180943,0.982544,0.555192,0.916396,0.811972,0.789833,1.452621,0.868969,0.000169,0.000181,0.93221,8.8e-05,0.000146,-40.340359,0.000135,0.000235,0.493538
scenario_00281,1,2,pipe-2,5e-06,9e-06,1.0,0.002109,0.003701,0.998829,0.013768,0.01571,0.980016,0.01659,0.023071,0.955233,0.000114,0.000139,-0.011068,3e-06,3e-06,-4.562646,3e-06,4e-06,0.0
scenario_00282,1,2,pipe-2,5e-06,1e-05,1.0,0.001975,0.003524,0.99958,0.140999,0.177854,0.742058,0.219848,0.256668,0.272769,0.000116,0.000141,0.128415,3e-05,3.7e-05,0.015969,4.6e-05,5.4e-05,-3.898172
scenario_00283,1,2,pipe-2,5e-06,1.1e-05,1.0,0.002149,0.003647,0.999115,0.021086,0.037101,0.924636,0.026238,0.048017,0.934042,0.000114,0.000139,0.099535,4e-06,8e-06,0.0,5e-06,1e-05,0.56269
scenario_00284,1,2,pipe-2,1e-05,2e-05,1.0,0.020794,0.041586,0.991528,0.196897,0.245252,0.886402,0.218571,0.246183,0.754738,0.000105,0.000128,0.760051,3.9e-05,5e-05,0.001438,4.2e-05,4.9e-05,-1.738851
scenario_00285,1,2,pipe-2,1e-06,3e-06,1.0,0.002332,0.004071,0.998697,0.014614,0.018546,0.973529,0.017032,0.022204,0.969026,0.000114,0.000139,0.007361,3e-06,4e-06,-55.864166,3e-06,4e-06,-0.034428
scenario_00286,1,2,pipe-2,9e-06,1.4e-05,1.0,0.027984,0.039928,0.996857,0.857345,1.492119,0.709544,0.556275,0.773575,0.641888,9.6e-05,0.000118,0.938099,0.000142,0.000233,0.3702,0.000106,0.000146,-3.547391
scenario_00287,1,2,pipe-2,5e-06,1e-05,1.0,0.002039,0.003592,0.998855,0.01713,0.02401,0.933225,0.015109,0.021525,0.955994,0.000114,0.000139,-0.060609,4e-06,5e-06,-0.133969,3e-06,4e-06,0.0
scenario_00288,1,2,pipe-2,1.4e-05,2e-05,1.0,0.040315,0.067129,0.990908,0.691648,1.065912,0.377578,0.98025,1.55484,0.798023,0.00012,0.000133,0.863471,0.000129,0.000195,-14.509124,0.000157,0.000236,0.492134
scenario_00290,1,2,pipe-2,1.2e-05,1.8e-05,1.0,0.01497,0.021869,0.997296,0.481285,0.630973,0.664456,0.29722,0.353668,0.642249,0.000197,0.00024,0.583667,9.4e-05,0.000121,-0.191888,5.9e-05,7e-05,-13.747597
scenario_00289,1,2,pipe-2,8e-06,1.3e-05,1.0,0.006505,0.012155,0.994396,0.089408,0.168622,0.369221,0.090885,0.169867,0.552723,0.000207,0.00025,-0.355412,1.8e-05,3.3e-05,-6288.736328,1.8e-05,3.4e-05,-2.362559
scenario_00291,1,2,pipe-2,1.2e-05,1.7e-05,1.0,0.015065,0.020742,0.996316,0.425638,0.546899,0.706241,0.307218,0.367701,0.47533,0.000199,0.000241,0.454711,8.4e-05,0.000106,-0.042217,6.2e-05,7.3e-05,-4.634764
scenario_00292,1,2,pipe-2,1.9e-05,3.3e-05,1.0,0.032992,0.064838,0.988125,0.423078,0.521963,0.739026,0.309254,0.356637,0.839182,0.000188,0.00023,0.713132,8.4e-05,0.000104,0.150628,6.2e-05,7.1e-05,-0.600257
scenario_00293,1,2,pipe-2,6e-06,1.3e-05,1.0,0.003084,0.005509,0.999161,0.011947,0.017949,0.991977,0.016227,0.024341,0.98398,0.000203,0.000249,-0.074165,3e-06,4e-06,0.237806,3e-06,5e-06,0.0
scenario_00294,1,2,pipe-2,9e-06,1.3e-05,1.0,0.09844,0.180558,0.980649,0.554192,0.916226,0.797832,0.788899,1.452505,0.863602,0.000259,0.000272,0.80531,8.8e-05,0.000146,-40.34042,0.000135,0.000235,0.493538
scenario_00296,1,2,pipe-2,4e-06,9e-06,1.0,0.002529,0.0041,0.999698,0.141602,0.178218,0.724358,0.220461,0.257381,0.365972,0.000206,0.000251,-0.012232,3e-05,3.7e-05,0.015965,4.6e-05,5.4e-05,-3.898265
scenario_00295,1,2,pipe-2,6e-06,1.4e-05,1.0,0.003063,0.005511,0.99924,0.013478,0.015714,0.993988,0.017531,0.023821,0.985919,0.000203,0.000249,0.001826,3e-06,3e-06,-4.565341,3e-06,4e-06,0.0
scenario_00297,1,2,pipe-2,5e-06,1.2e-05,1.0,0.003005,0.005319,0.999379,0.021949,0.037284,0.972361,0.02705,0.04814,0.967454,0.000203,0.000249,0.061116,4e-06,8e-06,0.0,5e-06,1e-05,0.562637
scenario_00298,1,2,pipe-2,1.1e-05,2e-05,1.0,0.023016,0.044477,0.990704,0.195119,0.242383,0.893368,0.220806,0.249166,0.754492,0.000194,0.000235,0.362865,3.9e-05,5e-05,0.001434,4.2e-05,4.9e-05,-1.738834
scenario_00299,1,2,pipe-2,3e-06,6e-06,1.0,0.003441,0.00634,0.999038,0.014494,0.018715,0.991701,0.018138,0.023128,0.98855,0.000203,0.000249,0.013121,3e-06,4e-06,-55.826359,3e-06,4e-06,-0.034025
scenario_00300,1,2,pipe-2,9e-06,1.4e-05,1.0,0.029752,0.042429,0.997139,0.855283,1.490747,0.723225,0.558338,0.775399,0.677866,0.000186,0.000228,0.837129,0.000142,0.000233,0.370215,0.000106,0.000146,-3.547575
scenario_00302,1,2,pipe-2,1.8e-05,2.3e-05,1.0,0.039641,0.066321,0.989318,0.691092,1.065149,0.315652,0.980944,1.55524,0.788853,0.00021,0.000241,0.375126,0.000129,0.000195,-14.50911,0.000157,0.000236,0.492134
scenario_00301,1,2,pipe-2,5e-06,1.4e-05,1.0,0.002958,0.005362,0.999265,0.017761,0.024204,0.982438,0.016027,0.022069,0.987067,0.000203,0.000249,-0.025283,4e-06,5e-06,-0.133771,3e-06,4e-06,0.0
scenario_00303,1,2,pipe-2,4e-06,6e-06,1.0,0.005554,0.01171,0.986787,0.088945,0.16857,0.41371,0.090074,0.169854,0.498201,3.4e-05,3.8e-05,0.72702,1.8e-05,3.3e-05,-6288.788574,1.8e-05,3.4e-05,-2.362531
scenario_00304,1,2,pipe-2,1.1e-05,1.3e-05,1.0,0.012729,0.018282,0.996119,0.483517,0.635777,0.583373,0.29499,0.349058,0.446256,2.3e-05,2.9e-05,0.980341,9.4e-05,0.000121,-0.191863,5.9e-05,7e-05,-13.748167
scenario_00305,1,2,pipe-2,1.1e-05,1.9e-05,1.0,0.013213,0.018797,0.992481,0.427388,0.549876,0.638655,0.305347,0.365457,0.247702,2.6e-05,3e-05,0.961618,8.4e-05,0.000106,-0.042274,6.2e-05,7.3e-05,-4.634324
scenario_00306,1,2,pipe-2,1.6e-05,2.3e-05,1.0,0.026265,0.046422,0.991276,0.429031,0.529572,0.716919,0.303412,0.349694,0.8062,2.7e-05,3.2e-05,0.989567,8.4e-05,0.000104,0.150624,6.2e-05,7.1e-05,-0.600219
scenario_00307,1,2,pipe-2,3e-06,6e-06,1.0,0.001889,0.003538,0.994499,0.011626,0.01787,0.921189,0.015055,0.023742,0.781046,2.9e-05,3.6e-05,0.427589,3e-06,4e-06,0.237561,3e-06,5e-06,0.0
scenario_00308,1,2,pipe-2,1e-05,1.3e-05,1.0,0.100027,0.181252,0.98354,0.555822,0.91652,0.819706,0.790475,1.452709,0.871995,8.8e-05,0.000129,0.971538,8.8e-05,0.000146,-40.340374,0.000135,0.000235,0.493538
scenario_00309,1,2,pipe-2,3e-06,5e-06,1.0,0.001823,0.003488,0.995933,0.014013,0.015818,0.92577,0.016299,0.022926,0.830169,2.9e-05,3.6e-05,0.579764,3e-06,3e-06,-4.56421,3e-06,4e-06,0.0
scenario_00310,1,2,pipe-2,4e-06,9e-06,1.0,0.001929,0.003527,0.999454,0.140969,0.177821,0.766397,0.219817,0.256614,0.275207,3.2e-05,3.7e-05,0.848657,3e-05,3.7e-05,0.015963,4.6e-05,5.4e-05,-3.898253
scenario_00311,1,2,pipe-2,4e-06,7e-06,1.0,0.001831,0.003378,0.997722,0.021098,0.037044,0.814193,0.025927,0.04796,0.893565,2.9e-05,3.6e-05,0.694035,4e-06,8e-06,0.0,5e-06,1e-05,0.562689
scenario_00312,1,2,pipe-2,1.2e-05,3e-05,1.0,0.019787,0.041018,0.991892,0.197889,0.246743,0.884094,0.217584,0.244913,0.762153,3.2e-05,3.8e-05,0.979973,3.9e-05,5e-05,0.001422,4.2e-05,4.9e-05,-1.738816
scenario_00313,1,2,pipe-2,3e-06,6e-06,1.0,0.001919,0.003597,0.996342,0.014953,0.018619,0.9072,0.016592,0.021942,0.915975,2.9e-05,3.6e-05,0.598706,3e-06,4e-06,-55.841667,3e-06,4e-06,-0.034322
scenario_00314,1,2,pipe-2,1.2e-05,1.8e-05,1.0,0.027769,0.040198,0.996375,0.857453,1.49217,0.701618,0.556167,0.773511,0.618059,1.6e-05,2.1e-05,0.997318,0.000142,0.000233,0.370205,0.000106,0.000146,-3.547445
scenario_00315,1,2,pipe-2,2e-06,5e-06,1.0,0.001756,0.003363,0.995944,0.017339,0.023985,0.709274,0.014822,0.02139,0.814647,2.9e-05,3.6e-05,0.526082,4e-06,5e-06,-0.133554,3e-06,4e-06,0.0
scenario_00316,1,2,pipe-2,1.7e-05,2.4e-05,1.0,0.040792,0.067814,0.991684,0.692409,1.066602,0.411061,0.979514,1.55448,0.803194,3.8e-05,5.1e-05,0.9853,0.000129,0.000195,-14.509015,0.000157,0.000236,0.492132
